stock_id,name,market,industry
1459,聯發,TWSE,紡織纖維
1460,宏遠,TWSE,紡織纖維
1463,強盛新,TWSE,紡織纖維
1464,得力,TWSE,紡織纖維
1465,偉全,TWSE,紡織纖維
1466,聚隆,TWSE,紡織纖維
1467,南緯,TWSE,紡織纖維
1468,昶和,TWSE,紡織纖維
1470,大統新創,TWSE,紡織纖維
1471,首利,TWSE,電子零組件業
1472,三洋實業,TWSE,建材營造業
1473,台南,TWSE,紡織纖維
1474,弘裕,TWSE,紡織纖維
1475,業旺,TWSE,紡織纖維
1476,儒鴻,TWSE,紡織纖維
1477,聚陽,TWSE,紡織纖維
1503,士電,TWSE,電機機械
1504,東元,TWSE,電機機械
1506,正道,TWSE,電機機械
1512,瑞利,TWSE,汽車工業
1513,中興電,TWSE,電機機械
1514,亞力,TWSE,電機機械
1515,力山,TWSE,電機機械
1516,川飛,TWSE,其他業
1517,利奇,TWSE,電機機械
1519,華城,TWSE,電機機械
1521,大億,TWSE,汽車工業
1522,堤維西,TWSE,汽車工業
1524,耿鼎,TWSE,汽車工業
1525,江申,TWSE,汽車工業
1526,日馳,TWSE,電機機械
1527,鑽全,TWSE,電機機械
1528,恩德,TWSE,電機機械
1529,樂事綠能,TWSE,電機機械
1530,亞崴,TWSE,電機機械
1531,高林股,TWSE,電機機械
1532,勤美,TWSE,電機機械
1533,車王電,TWSE,汽車工業
1535,中宇,TWSE,電機機械
1536,和大,TWSE,汽車工業
1537,廣隆,TWSE,電機機械
1538,正峰,TWSE,電機機械
1539,巨庭,TWSE,電機機械
1540,喬福,TWSE,電機機械
1541,錩泰,TWSE,電機機械
1558,伸興,TWSE,電機機械
1560,中砂,TWSE,電機機械
1563,巧新,TWSE,汽車工業
1568,倉佑,TWSE,汽車工業
1582,信錦,TWSE,電子零組件業
1583,程泰,TWSE,電機機械
1587,吉茂,TWSE,汽車工業
1589,永冠-KY,TWSE,電機機械
1590,亞德客-KY,TWSE,電機機械
1597,直得,TWSE,電機機械
1598,岱宇,TWSE,運動休閒
1603,華電,TWSE,電器電纜
1604,聲寶,TWSE,電器電纜
1605,華新,TWSE,電器電纜
1608,華榮,TWSE,電器電纜
1609,大亞,TWSE,電器電纜
1611,中電,TWSE,電器電纜
1612,宏泰,TWSE,電器電纜
1614,三洋電,TWSE,電器電纜
1615,大山,TWSE,電器電纜
1616,億泰,TWSE,電器電纜
1617,榮星,TWSE,電器電纜
1618,合機,TWSE,電器電纜
1623,大東電,TWSE,電器電纜
1626,艾美特-KY,TWSE,電器電纜
1702,南僑,TWSE,食品工業
1707,葡萄王,TWSE,生技醫療業
1708,東鹼,TWSE,化學工業
1709,和益,TWSE,化學工業
1710,東聯,TWSE,化學工業
1711,永光,TWSE,化學工業
1712,興農,TWSE,化學工業
1713,國化,TWSE,化學工業
1714,和桐,TWSE,化學工業
1717,長興,TWSE,化學工業
1718,中纖,TWSE,化學工業
1720,生達,TWSE,生技醫療業
1721,三晃,TWSE,化學工業
1722,台肥,TWSE,化學工業
1723,中碳,TWSE,化學工業
1725,元禎,TWSE,化學工業
1726,永記,TWSE,化學工業
1727,中華化,TWSE,化學工業
1730,花仙子,TWSE,化學工業
1731,美吾華,TWSE,生技醫療業
1732,毛寶,TWSE,化學工業
1733,五鼎,TWSE,生技醫療業
1734,杏輝,TWSE,生技醫療業
1735,日勝化,TWSE,化學工業
1736,喬山,TWSE,運動休閒
1737,臺鹽,TWSE,食品工業
1752,南光,TWSE,生技醫療業
1760,寶齡富錦,TWSE,生技醫療業
1762,中化生,TWSE,生技醫療業
1773,勝一,TWSE,化學工業
1776,展宇,TWSE,化學工業
1783,和康生,TWSE,生技醫療業
1786,科妍,TWSE,生技醫療業
1789,神隆,TWSE,生技醫療業
1795,美時,TWSE,生技醫療業
1802,台玻,TWSE,玻璃陶瓷
1805,寶徠,TWSE,建材營造業
1806,冠軍,TWSE,玻璃陶瓷
1808,潤隆,TWSE,建材營造業
1809,中釉,TWSE,玻璃陶瓷
1810,和成,TWSE,玻璃陶瓷
1817,凱撒衛,TWSE,玻璃陶瓷
1903,士紙,TWSE,造紙工業
1904,正隆,TWSE,造紙工業
1905,華紙,TWSE,造紙工業
1906,寶隆,TWSE,造紙工業
1907,永豐餘,TWSE,造紙工業
1909,榮成,TWSE,造紙工業
2002,中鋼,TWSE,鋼鐵工業
2006,東和鋼鐵,TWSE,鋼鐵工業
2007,燁興,TWSE,鋼鐵工業
2008,高興昌,TWSE,鋼鐵工業
2009,第一銅,TWSE,鋼鐵工業
2010,春源,TWSE,鋼鐵工業
2012,春雨,TWSE,鋼鐵工業
2013,中鋼構,TWSE,鋼鐵工業
2014,中鴻,TWSE,鋼鐵工業
2015,豐興,TWSE,鋼鐵工業
2017,官田鋼,TWSE,鋼鐵工業
2020,美亞,TWSE,鋼鐵工業
2022,聚亨,TWSE,鋼鐵工業
2023,燁輝,TWSE,鋼鐵工業
2024,志聯,TWSE,鋼鐵工業
2025,千興,TWSE,鋼鐵工業
2027,大成鋼,TWSE,鋼鐵工業
2028,威致,TWSE,鋼鐵工業
2029,盛餘,TWSE,鋼鐵工業
2030,彰源,TWSE,鋼鐵工業
2031,新光鋼,TWSE,鋼鐵工業
2032,新鋼,TWSE,鋼鐵工業
2033,佳大,TWSE,鋼鐵工業
2034,允強,TWSE,鋼鐵工業
2038,海光,TWSE,鋼鐵工業
2049,上銀,TWSE,電機機械
2059,川湖,TWSE,電子零組件業
2062,橋椿,TWSE,居家生活
2069,運錩,TWSE,鋼鐵工業
2101,南港,TWSE,橡膠工業
2102,泰豐,TWSE,橡膠工業
2103,台橡,TWSE,橡膠工業
2104,國際中橡,TWSE,橡膠工業
2105,正新,TWSE,橡膠工業
2106,建大,TWSE,橡膠工業
2107,厚生,TWSE,橡膠工業
2108,南帝,TWSE,橡膠工業
2109,華豐,TWSE,橡膠工業
2114,鑫永銓,TWSE,橡膠工業
2115,六暉-KY,TWSE,汽車工業
2201,裕隆,TWSE,汽車工業
2204,中華,TWSE,汽車工業
2206,三陽工業,TWSE,汽車工業
2207,和泰車,TWSE,汽車工業
2208,台船,TWSE,航運業
2211,長榮鋼,TWSE,鋼鐵工業
2227,裕日車,TWSE,汽車工業
2228,劍麟,TWSE,汽車工業
2231,為升,TWSE,汽車工業
2233,宇隆,TWSE,汽車工業
2236,百達-KY,TWSE,汽車工業
2239,英利-KY,TWSE,汽車工業
2241,艾姆勒,TWSE,汽車工業
2243,宏旭-KY,TWSE,汽車工業
2247,汎德永業,TWSE,汽車工業
2248,華勝-KY,TWSE,汽車工業
2250,IKKA-KY,TWSE,汽車工業
2301,光寶科,TWSE,電腦及週邊設備業
2302,麗正,TWSE,半導體業
2303,聯電,TWSE,半導體業
2305,全友,TWSE,電腦及週邊設備業
2308,台達電,TWSE,電子零組件業
2312,金寶,TWSE,其他電子業
2313,華通,TWSE,電子零組件業
2314,台揚,TWSE,通信網路業
2316,楠梓電,TWSE,電子零組件業
2317,鴻海,TWSE,其他電子業
2321,東訊,TWSE,通信網路業
2323,中環,TWSE,光電業
2324,仁寶,TWSE,電腦及週邊設備業
2327,國巨*,TWSE,電子零組件業
2328,廣宇,TWSE,電子零組件業
2329,華泰,TWSE,半導體業
2330,台積電,TWSE,半導體業
2331,精英,TWSE,電腦及週邊設備業
2332,友訊,TWSE,通信網路業
2337,旺宏,TWSE,半導體業
2338,光罩,TWSE,半導體業
2340,台亞,TWSE,半導體業
2342,茂矽,TWSE,半導體業
2344,華邦電,TWSE,半導體業
2345,智邦,TWSE,通信網路業
2347,聯強,TWSE,電子通路業
2348,海悅,TWSE,其他業
2349,錸德,TWSE,光電業
2351,順德,TWSE,半導體業
2352,佳世達,TWSE,電腦及週邊設備業
2353,宏碁,TWSE,電腦及週邊設備業
2354,鴻準,TWSE,其他電子業
2355,敬鵬,TWSE,電子零組件業
2356,英業達,TWSE,電腦及週邊設備業
2357,華碩,TWSE,電腦及週邊設備業
2359,所羅門,TWSE,其他電子業
2360,致茂,TWSE,其他電子業
2362,藍天,TWSE,電腦及週邊設備業
2363,矽統,TWSE,半導體業
2364,倫飛,TWSE,電腦及週邊設備業
2365,昆盈,TWSE,電腦及週邊設備業
2367,燿華,TWSE,電子零組件業
2368,金像電,TWSE,電子零組件業
2369,菱生,TWSE,半導體業
2371,大同,TWSE,電機機械
2373,震旦行,TWSE,其他電子業
2374,佳能,TWSE,光電業
2375,凱美,TWSE,電子零組件業
2376,技嘉,TWSE,電腦及週邊設備業
2377,微星,TWSE,電腦及週邊設備業
2379,瑞昱,TWSE,半導體業
2380,虹光,TWSE,電腦及週邊設備業
2382,廣達,TWSE,電腦及週邊設備業
2383,台光電,TWSE,電子零組件業
2385,群光,TWSE,電子零組件業
2387,精元,TWSE,電腦及週邊設備業
2388,威盛,TWSE,半導體業
2390,云辰,TWSE,其他電子業
2392,正崴,TWSE,電子零組件業
2393,億光,TWSE,光電業
2395,研華,TWSE,電腦及週邊設備業
2397,友通,TWSE,電腦及週邊設備業
2399,映泰,TWSE,電腦及週邊設備業
2401,凌陽,TWSE,半導體業
2402,毅嘉,TWSE,電子零組件業
2404,漢唐,TWSE,其他電子業
2405,輔信,TWSE,電腦及週邊設備業
2406,國碩,TWSE,光電業
2408,南亞科,TWSE,半導體業
2409,友達,TWSE,光電業
2412,中華電,TWSE,通信網路業
2413,環科,TWSE,電子零組件業
2414,精技,TWSE,電子通路業
2415,錩新,TWSE,電子零組件業
2417,圓剛,TWSE,電腦及週邊設備業
2419,仲琦,TWSE,通信網路業
2420,新巨,TWSE,電子零組件業
2421,建準,TWSE,電子零組件業
2423,固緯,TWSE,其他電子業
2424,隴華,TWSE,通信網路業
2425,承啟,TWSE,電腦及週邊設備業
2426,鼎元,TWSE,光電業
2427,三商電,TWSE,資訊服務業
2428,興勤,TWSE,電子零組件業
2429,銘旺科,TWSE,光電業
2430,燦坤,TWSE,電子通路業
2431,聯昌,TWSE,電子零組件業
2433,互盛電,TWSE,其他電子業
2434,統懋,TWSE,半導體業
2436,偉詮電,TWSE,半導體業
2438,翔耀,TWSE,光電業
2439,美律,TWSE,通信網路業
2440,太空梭,TWSE,電子零組件業
2441,超豐,TWSE,半導體業
2442,新美齊,TWSE,建材營造業
2444,兆勁,TWSE,通信網路業
2449,京元電子,TWSE,半導體業
2450,神腦,TWSE,通信網路業
2451,創見,TWSE,半導體業
2453,凌群,TWSE,資訊服務業
2454,聯發科,TWSE,半導體業
2455,全新,TWSE,通信網路業
2457,飛宏,TWSE,電子零組件業
2458,義隆,TWSE,半導體業
2459,敦吉,TWSE,其他電子業
2460,建通,TWSE,電子零組件業
2461,光群雷,TWSE,其他電子業
2462,良得電,TWSE,電子零組件業
2464,盟立,TWSE,其他電子業
2465,麗臺,TWSE,電腦及週邊設備業
2466,冠西電,TWSE,光電業
2467,志聖,TWSE,電子零組件業
2468,華經,TWSE,資訊服務業
2471,資通,TWSE,資訊服務業
2472,立隆電,TWSE,電子零組件業
2474,可成,TWSE,其他電子業
2476,鉅祥,TWSE,電子零組件業
2477,美隆電,TWSE,其他電子業
2478,大毅,TWSE,電子零組件業
2480,敦陽科,TWSE,資訊服務業
2481,強茂,TWSE,半導體業
2482,連宇,TWSE,其他電子業
2483,百容,TWSE,電子零組件業
2484,希華,TWSE,電子零組件業
2485,兆赫,TWSE,通信網路業
2486,一詮,TWSE,光電業
2488,漢平,TWSE,其他電子業
2489,瑞軒,TWSE,光電業
2491,吉祥全,TWSE,光電業
2492,華新科,TWSE,電子零組件業
2493,揚博,TWSE,電子零組件業
2495,普安,TWSE,電腦及週邊設備業
2496,卓越,TWSE,其他業
2497,怡利電,TWSE,汽車工業
2498,宏達電,TWSE,通信網路業
2501,國建,TWSE,建材營造業
2504,國產,TWSE,建材營造業
2505,國揚,TWSE,建材營造業
2506,太設,TWSE,建材營造業
2509,全坤建,TWSE,建材營造業
2511,太子,TWSE,建材營造業
2514,龍邦,TWSE,其他業
2515,中工,TWSE,建材營造業
2516,新建,TWSE,建材營造業
2520,冠德,TWSE,建材營造業
2524,京城,TWSE,建材營造業
2527,宏璟,TWSE,建材營造業
2528,皇普,TWSE,建材營造業
2530,華建,TWSE,建材營造業
2534,宏盛,TWSE,建材營造業
2535,達欣工,TWSE,建材營造業
2536,宏普,TWSE,建材營造業
2537,聯上發,TWSE,建材營造業
2538,基泰,TWSE,建材營造業
2539,櫻花建,TWSE,建材營造業
2540,愛山林,TWSE,建材營造業
2542,興富發,TWSE,建材營造業
2543,皇昌,TWSE,建材營造業
2545,皇翔,TWSE,建材營造業
2546,根基,TWSE,建材營造業
2547,日勝生,TWSE,建材營造業
2548,華固,TWSE,建材營造業
2597,潤弘,TWSE,建材營造業
2601,益航,TWSE,貿易百貨業
2603,長榮,TWSE,航運業
2605,新興,TWSE,航運業
2606,裕民,TWSE,航運業
2607,榮運,TWSE,航運業
2608,嘉里大榮,TWSE,航運業
2609,陽明,TWSE,航運業
2610,華航,TWSE,航運業
2611,志信,TWSE,航運業
2612,中航,TWSE,航運業
2613,中櫃,TWSE,航運業
2614,東森,TWSE,其他業
2615,萬海,TWSE,航運業
2616,山隆,TWSE,油電燃氣業
2617,台航,TWSE,航運業
2618,長榮航,TWSE,航運業
2630,亞航,TWSE,航運業
2633,台灣高鐵,TWSE,航運業
2634,漢翔,TWSE,航運業
2636,台驊控股,TWSE,航運業
2637,慧洋-KY,TWSE,航運業
2642,宅配通,TWSE,航運業
2645,長榮航太,TWSE,航運業
2646,星宇航空,TWSE,航運業
2701,萬企,TWSE,觀光餐旅
2702,華園,TWSE,觀光餐旅
2704,國賓,TWSE,觀光餐旅
2705,六福,TWSE,觀光餐旅
2706,第一店,TWSE,觀光餐旅
2707,晶華,TWSE,觀光餐旅
2712,遠雄來,TWSE,觀光餐旅
2722,夏都,TWSE,觀光餐旅
2723,美食-KY,TWSE,觀光餐旅
2727,王品,TWSE,觀光餐旅
2731,雄獅,TWSE,觀光餐旅
2739,寒舍,TWSE,觀光餐旅
2748,雲品,TWSE,觀光餐旅
2753,八方雲集,TWSE,觀光餐旅
2762,世界健身-KY,TWSE,運動休閒
2801,彰銀,TWSE,金融保險業
2812,台中銀,TWSE,金融保險業
2816,旺旺保,TWSE,金融保險業
2820,華票,TWSE,金融保險業
2832,台產,TWSE,金融保險業
2834,臺企銀,TWSE,金融保險業
2836,高雄銀,TWSE,金融保險業
2838,聯邦銀,TWSE,金融保險業
2845,遠東銀,TWSE,金融保險業
2849,安泰銀,TWSE,金融保險業
2850,新產,TWSE,金融保險業
2851,中再保,TWSE,金融保險業
2852,第一保,TWSE,金融保險業
2855,統一證,TWSE,金融保險業
2867,三商壽,TWSE,金融保險業
2880,華南金,TWSE,金融保險業
2881,富邦金,TWSE,金融保險業
2882,國泰金,TWSE,金融保險業
2883,凱基金,TWSE,金融保險業
2884,玉山金,TWSE,金融保險業
2885,元大金,TWSE,金融保險業
2886,兆豐金,TWSE,金融保險業
2887,台新新光金,TWSE,金融保險業
2889,國票金,TWSE,金融保險業
2890,永豐金,TWSE,金融保險業
2891,中信金,TWSE,金融保險業
2892,第一金,TWSE,金融保險業
2897,王道銀行,TWSE,金融保險業
2901,欣欣,TWSE,貿易百貨業
2903,遠百,TWSE,貿易百貨業
2904,匯僑,TWSE,其他業
2905,三商,TWSE,貿易百貨業
2906,高林,TWSE,貿易百貨業
2908,特力,TWSE,貿易百貨業
2910,統領,TWSE,貿易百貨業
2911,麗嬰房,TWSE,貿易百貨業
2912,統一超,TWSE,貿易百貨業
2913,農林,TWSE,貿易百貨業
2915,潤泰全,TWSE,貿易百貨業
2923,鼎固-KY,TWSE,建材營造業
2929,淘帝-KY,TWSE,貿易百貨業
2939,永邑-KY,TWSE,貿易百貨業
2945,三商家購,TWSE,貿易百貨業
3002,歐格,TWSE,電腦及週邊設備業
3003,健和興,TWSE,電子零組件業
3004,豐達科,TWSE,鋼鐵工業
3005,神基,TWSE,電腦及週邊設備業
3006,晶豪科,TWSE,半導體業
3008,大立光,TWSE,光電業
3010,華立,TWSE,電子通路業
3011,今皓,TWSE,電子零組件業
3013,晟銘電,TWSE,電腦及週邊設備業
3014,聯陽,TWSE,半導體業
3015,全漢,TWSE,電子零組件業
3016,嘉晶,TWSE,半導體業
3017,奇鋐,TWSE,電腦及週邊設備業
3018,隆銘綠能,TWSE,其他電子業
3019,亞光,TWSE,光電業
3021,鴻名,TWSE,電子零組件業
3022,威強電,TWSE,電腦及週邊設備業
3023,信邦,TWSE,電子零組件業
3024,憶聲,TWSE,光電業
3025,星通,TWSE,通信網路業
3026,禾伸堂,TWSE,電子零組件業
3027,盛達,TWSE,通信網路業
3028,增你強,TWSE,電子通路業
3029,零壹,TWSE,資訊服務業
3030,德律,TWSE,其他電子業
3031,佰鴻,TWSE,光電業
3032,偉訓,TWSE,電子零組件業
3033,威健,TWSE,電子通路業
3034,聯詠,TWSE,半導體業
3035,智原,TWSE,半導體業
3036,文曄,TWSE,電子通路業
3037,欣興,TWSE,電子零組件業
3038,全台,TWSE,光電業
3040,遠見,TWSE,其他業
3041,揚智,TWSE,半導體業
3042,晶技,TWSE,電子零組件業
3043,科風,TWSE,其他電子業
3044,健鼎,TWSE,電子零組件業
3045,台灣大,TWSE,通信網路業
3046,建碁,TWSE,電腦及週邊設備業
3047,訊舟,TWSE,通信網路業
3048,益登,TWSE,電子通路業
3049,精金,TWSE,光電業
3050,鈺德,TWSE,光電業
3051,力特,TWSE,光電業
3052,夆典,TWSE,建材營造業
3054,立萬利,TWSE,食品工業
3055,蔚華科,TWSE,電子通路業
3056,富華新,TWSE,建材營造業
3057,喬鼎,TWSE,電腦及週邊設備業
3058,立德,TWSE,電子零組件業
3059,華晶科,TWSE,光電業
3060,銘異,TWSE,電腦及週邊設備業
3062,建漢,TWSE,通信網路業
3090,日電貿,TWSE,電子零組件業
3092,鴻碩,TWSE,電子零組件業
3094,聯傑,TWSE,半導體業
3130,一零四,TWSE,數位雲端
3135,凌航,TWSE,半導體業
3138,耀登,TWSE,通信網路業
3149,正達,TWSE,光電業
3164,景岳,TWSE,生技醫療業
3167,大量,TWSE,電機機械
3168,眾福科,TWSE,光電業
3189,景碩,TWSE,半導體業
3209,全科,TWSE,電子通路業
3229,晟鈦,TWSE,電子零組件業
3231,緯創,TWSE,電腦及週邊設備業
3257,虹冠電,TWSE,半導體業
3266,昇陽,TWSE,建材營造業
3296,勝德,TWSE,電子零組件業
3305,昇貿,TWSE,其他電子業
3308,聯德,TWSE,電子零組件業
3311,閎暉,TWSE,通信網路業
3312,弘憶股,TWSE,電子通路業
3321,同泰,TWSE,電子零組件業
3338,泰碩,TWSE,電子零組件業
3346,麗清,TWSE,汽車工業
3356,奇偶,TWSE,光電業
3376,新日興,TWSE,電子零組件業
3380,明泰,TWSE,通信網路業
3406,玉晶光,TWSE,光電業
3413,京鼎,TWSE,半導體業
3416,融程電,TWSE,電腦及週邊設備業
3419,譁裕,TWSE,通信網路業
3432,台端,TWSE,電子零組件業
3437,榮創,TWSE,光電業
3443,創意,TWSE,半導體業
3447,展達,TWSE,通信網路業
3450,聯鈞,TWSE,半導體業
3454,晶睿,TWSE,光電業
3481,群創,TWSE,光電業
3494,誠研,TWSE,電腦及週邊設備業
3501,維熹,TWSE,電子零組件業
3504,揚明光,TWSE,光電業
3515,華擎,TWSE,電腦及週邊設備業
3518,柏騰,TWSE,其他電子業
3528,安馳,TWSE,電子通路業
3530,晶相光,TWSE,半導體業
3532,台勝科,TWSE,半導體業
3533,嘉澤,TWSE,電子零組件業
3535,晶彩科,TWSE,光電業
3543,州巧,TWSE,光電業
3545,敦泰,TWSE,半導體業
3550,聯穎,TWSE,電子零組件業
3557,嘉威,TWSE,居家生活
3563,牧德,TWSE,光電業
3576,聯合再生,TWSE,光電業
3583,辛耘,TWSE,半導體業
3588,通嘉,TWSE,半導體業
3591,艾笛森,TWSE,光電業
3592,瑞鼎,TWSE,半導體業
3593,力銘,TWSE,電子零組件業
3596,智易,TWSE,通信網路業
3605,宏致,TWSE,電子零組件業
3607,谷崧,TWSE,電子零組件業
3617,碩天,TWSE,其他電子業
3622,洋華,TWSE,光電業
3645,達邁,TWSE,電子零組件業
3652,精聯,TWSE,電腦及週邊設備業
3653,健策,TWSE,電子零組件業
3661,世芯-KY,TWSE,半導體業
3665,貿聯-KY,TWSE,其他電子業
3669,圓展,TWSE,通信網路業
3673,TPK-KY,TWSE,光電業
3679,新至陞,TWSE,電子零組件業
3686,達能,TWSE,半導體業
3694,海華,TWSE,通信網路業
3701,大眾控,TWSE,電腦及週邊設備業
3702,大聯大,TWSE,電子通路業
3703,欣陸,TWSE,建材營造業
3704,合勤控,TWSE,通信網路業
3705,永信,TWSE,生技醫療業
3706,神達,TWSE,電腦及週邊設備業
3708,上緯投控,TWSE,綠能環保
3711,日月光投控,TWSE,半導體業
3712,永崴投控,TWSE,電腦及週邊設備業
3714,富采,TWSE,光電業
3715,定穎投控,TWSE,電子零組件業
3716,中化控股,TWSE,生技醫療業
3717,聯嘉投控,TWSE,汽車工業
4104,佳醫,TWSE,生技醫療業
4106,雃博,TWSE,生技醫療業
4108,懷特,TWSE,生技醫療業
4119,旭富,TWSE,生技醫療業
4133,亞諾法,TWSE,生技醫療業
4137,麗豐-KY,TWSE,生技醫療業
4142,國光生,TWSE,生技醫療業
4148,全宇生技-KY,TWSE,生技醫療業
4155,訊映,TWSE,生技醫療業
4164,承業醫,TWSE,生技醫療業
4190,佐登-KY,TWSE,生技醫療業
4306,炎洲,TWSE,塑膠工業
4414,如興,TWSE,紡織纖維
4426,利勤,TWSE,紡織纖維
4438,廣越,TWSE,紡織纖維
4439,冠星-KY,TWSE,紡織纖維
4440,宜新實業,TWSE,紡織纖維
4441,振大環球,TWSE,紡織纖維
4526,東台,TWSE,電機機械
4532,瑞智,TWSE,電機機械
4536,拓凱,TWSE,運動休閒
4540,全球傳動,TWSE,電機機械
4545,銘鈺,TWSE,電子零組件業
4551,智伸科,TWSE,汽車工業
4552,力達-KY,TWSE,電機機械
4555,氣立,TWSE,電機機械
4557,永新-KY,TWSE,汽車工業
4560,強信-KY,TWSE,電機機械
4562,穎漢,TWSE,電機機械
4564,元翎,TWSE,電機機械
4566,時碩工業,TWSE,電機機械
4569,六方科-KY,TWSE,汽車工業
4571,鈞興-KY,TWSE,電機機械
4572,駐龍,TWSE,電機機械
4576,大銀微系統,TWSE,電機機械
4581,光隆精密-KY,TWSE,汽車工業
4583,台灣精銳,TWSE,電機機械
4585,達明,TWSE,其他電子業
4588,玖鼎電力,TWSE,其他電子業
4720,德淵,TWSE,化學工業
4722,國精化,TWSE,化學工業
4736,泰博,TWSE,生技醫療業
4737,華廣,TWSE,生技醫療業
4739,康普,TWSE,化學工業
4746,台耀,TWSE,生技醫療業
4755,三福化,TWSE,化學工業
4763,材料*-KY,TWSE,化學工業
4764,雙鍵,TWSE,化學工業
4766,南寶,TWSE,化學工業
4770,上品,TWSE,化學工業
4771,望隼,TWSE,生技醫療業
4807,日成-KY,TWSE,貿易百貨業
4904,遠傳,TWSE,通信網路業
4906,正文,TWSE,通信網路業
4912,聯德控股-KY,TWSE,電子零組件業
4915,致伸,TWSE,電子零組件業
4916,事欣科,TWSE,電腦及週邊設備業
4919,新唐,TWSE,半導體業
4927,泰鼎-KY,TWSE,電子零組件業
4930,燦星網,TWSE,電器電纜
4934,太極,TWSE,光電業
4935,茂林-KY,TWSE,光電業
4938,和碩,TWSE,電腦及週邊設備業
4942,嘉彰,TWSE,光電業
4943,康控-KY,TWSE,電子零組件業
4949,有成精密,TWSE,光電業
4952,凌通,TWSE,半導體業
4956,光鋐,TWSE,光電業
4958,臻鼎-KY,TWSE,電子零組件業
4960,誠美材,TWSE,光電業
4961,天鈺,TWSE,半導體業
4967,十銓,TWSE,半導體業
4968,立積,TWSE,半導體業
4976,佳凌,TWSE,光電業
4977,眾達-KY,TWSE,通信網路業
4989,榮科,TWSE,電子零組件業
4994,傳奇,TWSE,資訊服務業
4999,鑫禾,TWSE,電子零組件業
5007,三星,TWSE,鋼鐵工業
5203,訊連,TWSE,資訊服務業
5215,科嘉-KY,TWSE,電腦及週邊設備業
5222,全訊,TWSE,半導體業
5225,東科-KY,TWSE,其他電子業
5234,達興材料,TWSE,光電業
5243,乙盛-KY,TWSE,光電業
5244,弘凱,TWSE,光電業
5258,虹堡,TWSE,電腦及週邊設備業
5269,祥碩,TWSE,半導體業
5283,禾聯碩,TWSE,電器電纜
5284,jpp-KY,TWSE,其他業
5285,界霖,TWSE,半導體業
5288,豐祥-KY,TWSE,電機機械
5292,華懋,TWSE,綠能環保
